Avance|FechaAvance|Partido|TotalVotos|PerValidos|PerEmitidos
98.340|09/06/2021 09:49 h|TOTAL DE VOTOS VÁLIDOS|17,399,404|100.000|93.661
98.340|09/06/2021 09:49 h|VOTOS EN BLANCO|120,070|0|0.646
98.340|09/06/2021 09:49 h|VOTOS NULOS|1,057,588|0|5.693
98.340|09/06/2021 10:19 h|FUERZA POPULAR|8,663,870|49.794|46.637
98.340|09/06/2021 10:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,735,534|50.206|47.023
98.340|09/06/2021 10:19 h|TOTAL DE VOTOS EMITIDOS|18,577,062|0|100.000
98.340|09/06/2021 10:19 h|TOTAL DE VOTOS VÁLIDOS|17,399,404|100.000|93.661
98.340|09/06/2021 10:19 h|VOTOS EN BLANCO|120,070|0|0.646
98.340|09/06/2021 10:19 h|VOTOS NULOS|1,057,588|0|5.693
98.344|09/06/2021 10:49 h|FUERZA POPULAR|8,664,198|49.794|46.637
98.344|09/06/2021 10:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,735,985|50.206|47.024
98.344|09/06/2021 10:49 h|TOTAL DE VOTOS EMITIDOS|18,577,886|0|100.000
98.344|09/06/2021 10:49 h|TOTAL DE VOTOS VÁLIDOS|17,400,183|100.000|93.661
98.344|09/06/2021 10:49 h|VOTOS EN BLANCO|120,071|0|0.646
98.344|09/06/2021 10:49 h|VOTOS NULOS|1,057,632|0|5.693
98.347|09/06/2021 11:21 h|FUERZA POPULAR|8,664,444|49.794|46.637
98.347|09/06/2021 11:21 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,736,103|50.206|47.023
98.347|09/06/2021 11:21 h|TOTAL DE VOTOS EMITIDOS|18,578,324|0|100.000
98.347|09/06/2021 11:21 h|TOTAL DE VOTOS VÁLIDOS|17,400,547|100.000|93.660
98.347|09/06/2021 11:21 h|VOTOS EN BLANCO|120,071|0|0.646
98.347|09/06/2021 11:21 h|VOTOS NULOS|1,057,706|0|5.693
98.351|09/06/2021 11:50 h|FUERZA POPULAR|8,664,853|49.794|46.637
98.351|09/06/2021 11:50 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,736,471|50.206|47.023
98.351|09/06/2021 11:50 h|TOTAL DE VOTOS EMITIDOS|18,579,178|0|100.000
98.351|09/06/2021 11:50 h|TOTAL DE VOTOS VÁLIDOS|17,401,324|100.000|93.660
98.351|09/06/2021 11:50 h|VOTOS EN BLANCO|120,077|0|0.646
98.351|09/06/2021 11:50 h|VOTOS NULOS|1,057,777|0|5.693
98.411|09/06/2021 12:20 h|FUERZA POPULAR|8,670,776|49.802|46.639
98.411|09/06/2021 12:20 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,739,757|50.198|47.010
98.411|09/06/2021 12:20 h|TOTAL DE VOTOS EMITIDOS|18,591,310|0|100.000
98.411|09/06/2021 12:20 h|TOTAL DE VOTOS VÁLIDOS|17,410,533|100.000|93.649
98.411|09/06/2021 12:20 h|VOTOS EN BLANCO|120,146|0|0.646
98.411|09/06/2021 12:20 h|VOTOS NULOS|1,060,631|0|5.705
98.421|09/06/2021 12:50 h|FUERZA POPULAR|8,671,596|49.802|46.639
98.421|09/06/2021 12:50 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,740,531|50.198|47.009
98.421|09/06/2021 12:50 h|TOTAL DE VOTOS EMITIDOS|18,593,152|0|100.000
98.421|09/06/2021 12:50 h|TOTAL DE VOTOS VÁLIDOS|17,412,127|100.000|93.648
98.421|09/06/2021 12:50 h|VOTOS EN BLANCO|120,155|0|0.646
98.421|09/06/2021 12:50 h|VOTOS NULOS|1,060,870|0|5.706
98.426|09/06/2021 13:21 h|FUERZA POPULAR|8,671,824|49.801|46.638
98.426|09/06/2021 13:21 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,741,139|50.199|47.010
98.426|09/06/2021 13:21 h|TOTAL DE VOTOS EMITIDOS|18,594,072|0|100.000
98.426|09/06/2021 13:21 h|TOTAL DE VOTOS VÁLIDOS|17,412,963|100.000|93.648
98.426|09/06/2021 13:21 h|VOTOS EN BLANCO|120,161|0|0.646
98.426|09/06/2021 13:21 h|VOTOS NULOS|1,060,948|0|5.706
98.451|09/06/2021 13:56 h|FUERZA POPULAR|8,672,587|49.800|46.637
98.451|09/06/2021 13:56 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,742,233|50.200|47.011
98.451|09/06/2021 13:56 h|TOTAL DE VOTOS EMITIDOS|18,596,070|0|100.000
98.451|09/06/2021 13:56 h|TOTAL DE VOTOS VÁLIDOS|17,414,820|100.000|93.648
98.451|09/06/2021 13:56 h|VOTOS EN BLANCO|120,179|0|0.646
98.451|09/06/2021 13:56 h|VOTOS NULOS|1,061,071|0|5.706
98.484|09/06/2021 14:25 h|FUERZA POPULAR|8,676,540|49.807|46.642
98.484|09/06/2021 14:25 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,743,790|50.193|47.003
98.484|09/06/2021 14:25 h|TOTAL DE VOTOS EMITIDOS|18,602,504|0|100.000
98.484|09/06/2021 14:25 h|TOTAL DE VOTOS VÁLIDOS|17,420,330|100.000|93.645
98.484|09/06/2021 14:25 h|VOTOS EN BLANCO|120,205|0|0.646
98.484|09/06/2021 14:25 h|VOTOS NULOS|1,061,969|0|5.709
98.488|09/06/2021 14:49 h|FUERZA POPULAR|8,676,781|49.808|46.642
98.488|09/06/2021 14:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,743,817|50.192|47.002
98.488|09/06/2021 14:49 h|TOTAL DE VOTOS EMITIDOS|18,603,020|0|100.000
98.488|09/06/2021 14:49 h|TOTAL DE VOTOS VÁLIDOS|17,420,598|100.000|93.644
98.488|09/06/2021 14:49 h|VOTOS EN BLANCO|120,209|0|0.646
98.488|09/06/2021 14:49 h|VOTOS NULOS|1,062,213|0|5.710
98.489|09/06/2021 15:21 h|FUERZA POPULAR|8,676,781|49.808|46.641
98.489|09/06/2021 15:21 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,743,817|50.192|47.002
98.489|09/06/2021 15:21 h|TOTAL DE VOTOS EMITIDOS|18,603,232|0|100.000
98.489|09/06/2021 15:21 h|TOTAL DE VOTOS VÁLIDOS|17,420,598|100.000|93.643
98.489|09/06/2021 15:21 h|VOTOS EN BLANCO|120,209|0|0.646
98.489|09/06/2021 15:21 h|VOTOS NULOS|1,062,425|0|5.711
98.491|09/06/2021 15:56 h|FUERZA POPULAR|8,676,855|49.807|46.641
98.491|09/06/2021 15:56 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,744,066|50.193|47.002
98.491|09/06/2021 15:56 h|TOTAL DE VOTOS EMITIDOS|18,603,560|0|100.000
98.491|09/06/2021 15:56 h|TOTAL DE VOTOS VÁLIDOS|17,420,921|100.000|93.643
98.491|09/06/2021 15:56 h|VOTOS EN BLANCO|120,211|0|0.646
98.491|09/06/2021 15:56 h|VOTOS NULOS|1,062,428|0|5.711
98.512|09/06/2021 16:31 h|FUERZA POPULAR|8,678,297|49.806|46.640
98.512|09/06/2021 16:31 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,745,891|50.194|47.003
98.512|09/06/2021 16:31 h|TOTAL DE VOTOS EMITIDOS|18,607,147|0|100.000
98.512|09/06/2021 16:31 h|TOTAL DE VOTOS VÁLIDOS|17,424,188|100.000|93.642
98.512|09/06/2021 16:31 h|VOTOS EN BLANCO|120,229|0|0.646
98.512|09/06/2021 16:31 h|VOTOS NULOS|1,062,730|0|5.711
98.536|09/06/2021 16:52 h|FUERZA POPULAR|8,679,815|49.807|46.638
98.536|09/06/2021 16:52 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,746,931|50.193|46.999
98.536|09/06/2021 16:52 h|TOTAL DE VOTOS EMITIDOS|18,610,961|0|100.000
98.536|09/06/2021 16:52 h|TOTAL DE VOTOS VÁLIDOS|17,426,746|100.000|93.637
98.536|09/06/2021 16:52 h|VOTOS EN BLANCO|120,251|0|0.646
98.536|09/06/2021 16:52 h|VOTOS NULOS|1,063,964|0|5.717
98.543|09/06/2021 17:22 h|FUERZA POPULAR|8,680,575|49.808|46.639
98.543|09/06/2021 17:22 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,747,335|50.192|46.997
98.543|09/06/2021 17:22 h|TOTAL DE VOTOS EMITIDOS|18,612,377|0|100.000
98.543|09/06/2021 17:22 h|TOTAL DE VOTOS VÁLIDOS|17,427,910|100.000|93.636
98.543|09/06/2021 17:22 h|VOTOS EN BLANCO|120,252|0|0.646
98.543|09/06/2021 17:22 h|VOTOS NULOS|1,064,215|0|5.718
98.644|09/06/2021 17:49 h|FUERZA POPULAR|8,687,257|49.806|46.632
98.644|09/06/2021 17:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,754,816|50.194|46.994
98.644|09/06/2021 17:49 h|TOTAL DE VOTOS EMITIDOS|18,629,461|0|100.000
98.644|09/06/2021 17:49 h|TOTAL DE VOTOS VÁLIDOS|17,442,073|100.000|93.626
98.644|09/06/2021 17:49 h|VOTOS EN BLANCO|120,379|0|0.646
98.644|09/06/2021 17:49 h|VOTOS NULOS|1,067,009|0|5.728
98.823|09/06/2021 18:22 h|FUERZA POPULAR|8,696,376|49.774|46.599
98.823|09/06/2021 18:22 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,775,422|50.226|47.022
98.823|09/06/2021 18:22 h|TOTAL DE VOTOS EMITIDOS|18,662,331|0|100.000
98.823|09/06/2021 18:22 h|TOTAL DE VOTOS VÁLIDOS|17,471,798|100.000|93.621
98.823|09/06/2021 18:22 h|VOTOS EN BLANCO|120,587|0|0.646
98.823|09/06/2021 18:22 h|VOTOS NULOS|1,069,946|0|5.733
98.865|09/06/2021 18:51 h|FUERZA POPULAR|8,698,811|49.772|46.597
98.865|09/06/2021 18:51 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,778,540|50.228|47.024
98.865|09/06/2021 18:51 h|TOTAL DE VOTOS EMITIDOS|18,668,353|0|100.000
98.865|09/06/2021 18:51 h|TOTAL DE VOTOS VÁLIDOS|17,477,351|100.000|93.620
98.865|09/06/2021 18:51 h|VOTOS EN BLANCO|120,608|0|0.646
98.865|09/06/2021 18:51 h|VOTOS NULOS|1,070,394|0|5.734
98.919|09/06/2021 19:23 h|FUERZA POPULAR|8,704,585|49.784|46.604
98.919|09/06/2021 19:23 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,780,066|50.216|47.009
98.919|09/06/2021 19:23 h|TOTAL DE VOTOS EMITIDOS|18,677,564|0|100.000
98.919|09/06/2021 19:23 h|TOTAL DE VOTOS VÁLIDOS|17,484,651|100.000|93.613
98.919|09/06/2021 19:23 h|VOTOS EN BLANCO|120,634|0|0.646
98.919|09/06/2021 19:23 h|VOTOS NULOS|1,072,279|0|5.741
99.004|09/06/2021 19:51 h|FUERZA POPULAR|8,709,993|49.788|46.601
99.004|09/06/2021 19:51 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,784,269|50.212|46.998
99.004|09/06/2021 19:51 h|TOTAL DE VOTOS EMITIDOS|18,690,760|0|100.000
99.004|09/06/2021 19:51 h|TOTAL DE VOTOS VÁLIDOS|17,494,262|100.000|93.598
99.004|09/06/2021 19:51 h|VOTOS EN BLANCO|120,678|0|0.646
99.004|09/06/2021 19:51 h|VOTOS NULOS|1,075,820|0|5.756
99.041|09/06/2021 20:18 h|FUERZA POPULAR|8,712,214|49.789|46.600
99.041|09/06/2021 20:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,786,053|50.211|46.995
99.041|09/06/2021 20:18 h|TOTAL DE VOTOS EMITIDOS|18,695,751|0|100.000
99.041|09/06/2021 20:18 h|TOTAL DE VOTOS VÁLIDOS|17,498,267|100.000|93.595
99.041|09/06/2021 20:18 h|VOTOS EN BLANCO|120,697|0|0.646
99.041|09/06/2021 20:18 h|VOTOS NULOS|1,076,787|0|5.760
99.073|09/06/2021 20:47 h|FUERZA POPULAR|8,714,822|49.791|46.598
99.073|09/06/2021 20:47 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,787,891|50.209|46.989
99.073|09/06/2021 20:47 h|TOTAL DE VOTOS EMITIDOS|18,702,091|0|100.000
99.073|09/06/2021 20:47 h|TOTAL DE VOTOS VÁLIDOS|17,502,713|100.000|93.587
99.073|09/06/2021 20:47 h|VOTOS EN BLANCO|120,726|0|0.646
99.073|09/06/2021 20:47 h|VOTOS NULOS|1,078,652|0|5.768
99.109|09/06/2021 21:19 h|FUERZA POPULAR|8,718,499|49.795|46.600
99.109|09/06/2021 21:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,790,375|50.205|46.984
99.109|09/06/2021 21:19 h|TOTAL DE VOTOS EMITIDOS|18,709,208|0|100.000
99.109|09/06/2021 21:19 h|TOTAL DE VOTOS VÁLIDOS|17,508,874|100.000|93.584
99.109|09/06/2021 21:19 h|VOTOS EN BLANCO|120,762|0|0.645
99.109|09/06/2021 21:19 h|VOTOS NULOS|1,079,572|0|5.770
99.111|09/06/2021 21:48 h|FUERZA POPULAR|8,718,785|49.795|46.600
99.111|09/06/2021 21:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,790,550|50.205|46.984
99.111|09/06/2021 21:48 h|TOTAL DE VOTOS EMITIDOS|18,709,708|0|100.000
99.111|09/06/2021 21:48 h|TOTAL DE VOTOS VÁLIDOS|17,509,335|100.000|93.584
99.111|09/06/2021 21:48 h|VOTOS EN BLANCO|120,763|0|0.645
99.111|09/06/2021 21:48 h|VOTOS NULOS|1,079,610|0|5.770
99.121|09/06/2021 22:17 h|FUERZA POPULAR|8,719,451|49.796|46.599
99.121|09/06/2021 22:17 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,791,035|50.204|46.981
99.121|09/06/2021 22:17 h|TOTAL DE VOTOS EMITIDOS|18,711,741|0|100.000
99.121|09/06/2021 22:17 h|TOTAL DE VOTOS VÁLIDOS|17,510,486|100.000|93.580
99.121|09/06/2021 22:17 h|VOTOS EN BLANCO|120,771|0|0.645
99.121|09/06/2021 22:17 h|VOTOS NULOS|1,080,484|0|5.774
99.126|09/06/2021 22:48 h|FUERZA POPULAR|8,719,972|49.796|46.599
99.126|09/06/2021 22:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,791,479|50.204|46.981
99.126|09/06/2021 22:48 h|TOTAL DE VOTOS EMITIDOS|18,712,750|0|100.000
99.126|09/06/2021 22:48 h|TOTAL DE VOTOS VÁLIDOS|17,511,451|100.000|93.580
99.126|09/06/2021 22:48 h|VOTOS EN BLANCO|120,778|0|0.645
99.126|09/06/2021 22:48 h|VOTOS NULOS|1,080,521|0|5.774
99.129|09/06/2021 23:47 h|FUERZA POPULAR|8,720,337|49.796|46.599
99.129|09/06/2021 23:47 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,791,778|50.204|46.981
99.129|09/06/2021 23:47 h|TOTAL DE VOTOS EMITIDOS|18,713,454|0|100.000
99.129|09/06/2021 23:47 h|TOTAL DE VOTOS VÁLIDOS|17,512,115|100.000|93.580
99.129|09/06/2021 23:47 h|VOTOS EN BLANCO|120,780|0|0.645
99.129|09/06/2021 23:47 h|VOTOS NULOS|1,080,559|0|5.774
99.129|10/06/2021 00:19 h|FUERZA POPULAR|8,720,337|49.796|46.599
99.129|10/06/2021 00:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,791,778|50.204|46.981
99.129|10/06/2021 00:19 h|TOTAL DE VOTOS EMITIDOS|18,713,454|0|100.000
99.129|10/06/2021 00:19 h|TOTAL DE VOTOS VÁLIDOS|17,512,115|100.000|93.580
99.129|10/06/2021 00:19 h|VOTOS EN BLANCO|120,780|0|0.645
99.129|10/06/2021 00:19 h|VOTOS NULOS|1,080,559|0|5.774
99.129|10/06/2021 00:48 h|FUERZA POPULAR|8,720,337|49.796|46.599
99.129|10/06/2021 00:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,791,778|50.204|46.981
99.129|10/06/2021 00:48 h|TOTAL DE VOTOS EMITIDOS|18,713,454|0|100.000
99.129|10/06/2021 00:48 h|TOTAL DE VOTOS VÁLIDOS|17,512,115|100.000|93.580
99.129|10/06/2021 00:48 h|VOTOS EN BLANCO|120,780|0|0.645
99.129|10/06/2021 00:48 h|VOTOS NULOS|1,080,559|0|5.774
99.129|10/06/2021 08:18 h|FUERZA POPULAR|8,720,337|49.796|46.599
99.129|10/06/2021 08:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,791,778|50.204|46.981
99.129|10/06/2021 08:18 h|TOTAL DE VOTOS EMITIDOS|18,713,454|0|100.000
99.129|10/06/2021 08:18 h|TOTAL DE VOTOS VÁLIDOS|17,512,115|100.000|93.580
99.129|10/06/2021 08:18 h|VOTOS EN BLANCO|120,780|0|0.645
99.129|10/06/2021 08:18 h|VOTOS NULOS|1,080,559|0|5.774
99.132|10/06/2021 08:48 h|FUERZA POPULAR|8,720,407|49.796|46.598
99.132|10/06/2021 08:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,791,896|50.204|46.980
99.132|10/06/2021 08:48 h|TOTAL DE VOTOS EMITIDOS|18,713,956|0|100.000
99.132|10/06/2021 08:48 h|TOTAL DE VOTOS VÁLIDOS|17,512,303|100.000|93.579
99.132|10/06/2021 08:48 h|VOTOS EN BLANCO|120,786|0|0.645
99.132|10/06/2021 08:48 h|VOTOS NULOS|1,080,867|0|5.776
99.136|10/06/2021 09:19 h|FUERZA POPULAR|8,720,633|49.796|46.597
99.136|10/06/2021 09:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,792,088|50.204|46.979
99.136|10/06/2021 09:19 h|TOTAL DE VOTOS EMITIDOS|18,714,855|0|100.000
99.136|10/06/2021 09:19 h|TOTAL DE VOTOS VÁLIDOS|17,512,721|100.000|93.577
99.136|10/06/2021 09:19 h|VOTOS EN BLANCO|120,786|0|0.645
99.136|10/06/2021 09:19 h|VOTOS NULOS|1,081,348|0|5.778
99.136|10/06/2021 09:48 h|FUERZA POPULAR|8,720,633|49.796|46.597
99.136|10/06/2021 09:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,792,088|50.204|46.979
99.136|10/06/2021 09:48 h|TOTAL DE VOTOS EMITIDOS|18,714,855|0|100.000
99.136|10/06/2021 09:48 h|TOTAL DE VOTOS VÁLIDOS|17,512,721|100.000|93.577
99.136|10/06/2021 09:48 h|VOTOS EN BLANCO|120,786|0|0.645
99.136|10/06/2021 09:48 h|VOTOS NULOS|1,081,348|0|5.778
99.136|10/06/2021 10:18 h|FUERZA POPULAR|8,720,633|49.796|46.597
99.136|10/06/2021 10:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,792,088|50.204|46.979
99.136|10/06/2021 10:18 h|TOTAL DE VOTOS EMITIDOS|18,714,855|0|100.000
99.136|10/06/2021 10:18 h|TOTAL DE VOTOS VÁLIDOS|17,512,721|100.000|93.577
99.136|10/06/2021 10:18 h|VOTOS EN BLANCO|120,786|0|0.645
99.136|10/06/2021 10:18 h|VOTOS NULOS|1,081,348|0|5.778
99.143|10/06/2021 11:18 h|FUERZA POPULAR|8,721,301|49.797|46.597
99.143|10/06/2021 11:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,792,555|50.203|46.978
99.143|10/06/2021 11:18 h|TOTAL DE VOTOS EMITIDOS|18,716,366|0|100.000
99.143|10/06/2021 11:18 h|TOTAL DE VOTOS VÁLIDOS|17,513,856|100.000|93.575
99.143|10/06/2021 11:18 h|VOTOS EN BLANCO|120,796|0|0.645
99.143|10/06/2021 11:18 h|VOTOS NULOS|1,081,714|0|5.780
99.188|10/06/2021 11:49 h|FUERZA POPULAR|8,725,388|49.800|46.597
99.188|10/06/2021 11:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,795,440|50.200|46.971
99.188|10/06/2021 11:49 h|TOTAL DE VOTOS EMITIDOS|18,725,302|0|100.000
99.188|10/06/2021 11:49 h|TOTAL DE VOTOS VÁLIDOS|17,520,828|100.000|93.568
99.188|10/06/2021 11:49 h|VOTOS EN BLANCO|120,834|0|0.645
99.188|10/06/2021 11:49 h|VOTOS NULOS|1,083,640|0|5.787
99.191|10/06/2021 12:18 h|FUERZA POPULAR|8,725,414|49.800|46.596
99.191|10/06/2021 12:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,795,550|50.200|46.970
99.191|10/06/2021 12:18 h|TOTAL DE VOTOS EMITIDOS|18,725,747|0|100.000
99.191|10/06/2021 12:18 h|TOTAL DE VOTOS VÁLIDOS|17,520,964|100.000|93.566
99.191|10/06/2021 12:18 h|VOTOS EN BLANCO|120,836|0|0.645
99.191|10/06/2021 12:18 h|VOTOS NULOS|1,083,947|0|5.789
99.205|10/06/2021 12:50 h|FUERZA POPULAR|8,726,025|49.799|46.593
99.205|10/06/2021 12:50 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,796,434|50.201|46.969
99.205|10/06/2021 12:50 h|TOTAL DE VOTOS EMITIDOS|18,728,139|0|100.000
99.205|10/06/2021 12:50 h|TOTAL DE VOTOS VÁLIDOS|17,522,459|100.000|93.562
99.205|10/06/2021 12:50 h|VOTOS EN BLANCO|120,859|0|0.645
99.205|10/06/2021 12:50 h|VOTOS NULOS|1,084,821|0|5.792
99.206|10/06/2021 13:49 h|FUERZA POPULAR|8,726,088|49.799|46.593
99.206|10/06/2021 13:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,796,523|50.201|46.969
99.206|10/06/2021 13:49 h|TOTAL DE VOTOS EMITIDOS|18,728,303|0|100.000
99.206|10/06/2021 13:49 h|TOTAL DE VOTOS VÁLIDOS|17,522,611|100.000|93.562
99.206|10/06/2021 13:49 h|VOTOS EN BLANCO|120,864|0|0.645
99.206|10/06/2021 13:49 h|VOTOS NULOS|1,084,828|0|5.792
